"BOM Report: LOOD-17747-001, Last Modified: 2025-02-14-07-12-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM Usage Attributes,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,,,,,Part Attributes,,,,,,,,,,,,,,,,,,,,CAD Physical Attributes,,,,Physical Attributes,,,,,,CS Attributes,,System Attributes,,,
Level,Number,Type,Assembly Mode,L-Nr.,QTY,Unit,Version,Name,State,Service Level,"Food
Contact ",Delivery Item,"Lifetime 
Quantity",Lifetime Unit,"SPC 
Termination","Initial Spare 
Part Indic.","Operating
Element","BOM
Class 1",Name EN-US,Description EN-US,Name DE-DE,Description DE-DE,Name ZH-CHS,Description ZH-CHS,Name ES-ES,Description ES-ES,Name PT-BR,Description PT-BR,Name CS-CZ,Description CS-CZ,Name VI-VN,Description VI-VN,Partner,Source,Comparable,Configuration Type,Default Unit,"Reuse Not 
Allowed","Old Part 
Number",Machine Type,Basic Material,"Basic Material
Description",Supersede,Superseded By,"Material 
Group","No Logistic 
Relevance","Dangerous
Good Indic.",ClassNode,Legacy ID,Electrical Relevant,Doc Classification,Stackability,Delta X [mm],Delta Y [mm],Delta Z [mm],Mass [kg],Length [mm],Width [mm],Height [mm],Netto Weight,Weight Unit,Weight Code,Service Life in Months:,SPC Termination Part:,Design Office,Division,Modified by,Last Modified
2,HAZF-46485-001,Standard Part,Component,6,8,meters,00.24 ,?lflex Classic 110 2x0.5mm2,Released,,,,,,,,W367,I1,?lflex Classic 110 2x0.5mm2,Data cableNumbered cable ?lflex Classic 110 2x0.5mm2 U0/U =300V / 500V Certificate(s): CE,"?lflex Classic 110 2x0,5mm2","Nummernkabel ?lflex Classic 110 2x0,5mm2 U0/U =300V / 500V Zulassung(en): CE","?LFLEX 电缆 2x0,5mm2  300/500V","?LFLEX 电缆 2x0,5mm2  300/500V","cable numerado marca ?LFLEX 2x 0,5mm2 cable numerado marca ?LFLEX 2x 0,5mm2  ","cable numerado marca ?LFLEX 2x 0,5mm2 cable numerado marca ?LFLEX 2x 0,5mm2  ",CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OL,CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OLFLEX-CLASSIC 110 COD.1119752,,,,,Corporate,Buy,,,meters,false,02967723,,,,"LONT-33373-001,HAZB-34030-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,195,195,5,0.035,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),Pikner Zoe,2023-09-19 01:27:11
2,LONT-11963-001,Standard Part,Component,7,1,each,00.2 ,cable gland ST-M12x1.5,Released,,,,,,,,W367,I1,cable gland ST-M12x1.5,"cable gland ST-M12x1.5
manufacturer Lapp Kabel
art. no. 5311 1400
paint light gray RAL 7035",Kabelverschraubung ST-M12x1.5,"Kabelverschraubung ST-M12x1.5
Hersteller Lapp Kabel
Art.-Nr. 5311 1400
Farbe lichtgrau RAL 7035",电缆夹套 ST-M12x1.5,"电缆夹套 ST-M12x1.5
制造商 Lapp Kabel
产品编号 5311 1400
油漆 浅灰色 劳尔色卡 7035",racor roscado para cables ST-M12x1.5,"racor roscado para cables ST-M12x1.5
fabricante Lapp Kabel
n.? art. 5311 1400
pintura gris luminoso RAL 7035",uni?o roscada de cabo ST-M12x1.5,"uni?o roscada de cabo ST-M12x1.5
fabricante Lapp Kabel
número do artigo 5311 1400
pintura cinzento claro RAL 7035",kabelové ?roubení ST-M12x1.5,"kabelové ?roubení ST-M12x1.5
v?robce Lapp Kabel
?. polo?ky 5311 1400
nátěrová barva světle ?ed? RAL 7035",vành ??m cáp ST-M12x1.5,"vành ??m cáp ST-M12x1.5
nhà s?n xu?t Lapp Kabel
m? s? s?n ph?m 5311 1400
s?n xám nh?t RAL 7035","BLOC, BLOA",Buy,,,each,false,102062684,,,,,,27149109,false,Dangerous Good No / Hazardous Good No,K01128,,,,,30,17,17,0.05,30,17,17,3.000000026077E-3,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Benzing, Matthias",2019-12-11 09:56:04
2,LONT-11968-001,Standard Part,Component,8,1,each,00.3 ,"counternut GMP-GL-M 12x1,5 RAL7035",Released,,,,,,,,W367,I1,"counternut GMP-GL-M 12x1,5 RAL7035","counternut GMP-GL-M 12x1,5 RAL7035
 manufacturer Lapp Kabel
type SKINTOP GMP-GL-M 12x1,5 , lic
order no. 5311 9003 
material PA GFRP
paint RAL 7035 light gray","Kontermutter GMP-GL-M 12x1,5 RAL7035","Kontermutter GMP-GL-M 12x1,5 RAL7035
 Hersteller Lapp Kabel
Typ SKINTOP GMP-GL-M 12x1,5 , lic
Bestell-Nr. 5311 9003 
Material PA GFK
Farbe RAL 7035 lichtgrau","锁紧螺母 GMP-GL-M 12x1,5 RAL7035","锁紧螺母 GMP-GL-M 12x1,5 RAL7035
 制造商 Lapp Kabel
型号 SKINTOP GMP-GL-M 12x1,5 , lic
订单号 5311 9003 
材料 聚酰胺 玻璃钢
油漆 劳尔色卡 7035 浅灰色","contratuerca GMP-GL-M 12x1,5 RAL7035","contratuerca GMP-GL-M 12x1,5 RAL7035
 fabricante Lapp Kabel
tipo SKINTOP GMP-GL-M 12x1,5 , lic
n.? de pedido 5311 9003 
material PA GRP
pintura RAL 7035 gris luminoso","contraporca GMP-GL-M 12x1,5 RAL7035","contraporca GMP-GL-M 12x1,5 RAL7035
 fabricante Lapp Kabel
tipo SKINTOP GMP-GL-M 12x1,5 , lic
n.° de encomenda 5311 9003 
material PA PRFV
pintura RAL 7035 cinzento claro","kontramatice GMP-GL-M 12x1,5 RAL7035","kontramatice GMP-GL-M 12x1,5 RAL7035
 v?robce Lapp Kabel
typ SKINTOP GMP-GL-M 12x1,5 , lic
obj. ?. 5311 9003 
materiál PA sklolaminát
nátěrová barva RAL 7035 světle ?ed?","?ai ??c kho?a GMP-GL-M 12x1,5 RAL7035","?ai ??c kho?a GMP-GL-M 12x1,5 RAL7035
 nhà s?n xu?t Lapp Kabel
lo?i SKINTOP GMP-GL-M 12x1,5 , lic
??n hàng s? 5311 9003 
v?t li?u nh?a polyamide nh?a s?i th?y
 tinh
s?n RAL 7035 xám nh?t","BLOA, BLOC",Buy,,,each,false,102063034,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,,,,,,19,19,5,0.05,19,19,5,1.0000000474975E-3,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Oldach, Jan",2021-02-19 07:45:06
2,HAZF-91845-001,Standard Part,Component,9,3,meters,00.16 ,"M/cable 4*1,5mm2",Released,,,,,,,,W131,K1,"M/cable 4*1,5mm2","Data cableNumbered cable ?lflex Classic 110 CY
4G1.5mm2
U0/U =300V / 500V
Shielded",Kabel 4G1.5mm2 ?LFLEX CLASSIC 110 CY,"Nummernkabel ?lflex Classic 110 CY
4G1,5mm2
U0/U =300V / 500V
Geschirmt",电缆 4G1.5mm2 ?LFLEX CLASSIC 110 CY,"Cable 4G1.5mm2 ?LFLEX CLASSIC 110 CY
With Shielded, incl. PE
Order no. 1135304",   ,   ,,,LAPP 1135304,LAPP 1135304,,,Corporate,Buy,,,meters,false,05825849,,,,"HAZA-17158-001,LONT-18579-001,HAZF-96172-001,HAZC-12090-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00686,,true,,,,,,,210,210,20,0.161,kg,Weighted,,,S22 Standardization BHWL,WF Wafer (D1),"Malinovic, Sasa Administrator",2024-12-24 10:14:44
2,HAZF-46485-001,Standard Part,Component,10,3,meters,00.24 ,?lflex Classic 110 2x0.5mm2,Released,,,,,,,,W333,K1,?lflex Classic 110 2x0.5mm2,Data cableNumbered cable ?lflex Classic 110 2x0.5mm2 U0/U =300V / 500V Certificate(s): CE,"?lflex Classic 110 2x0,5mm2","Nummernkabel ?lflex Classic 110 2x0,5mm2 U0/U =300V / 500V Zulassung(en): CE","?LFLEX 电缆 2x0,5mm2  300/500V","?LFLEX 电缆 2x0,5mm2  300/500V","cable numerado marca ?LFLEX 2x 0,5mm2 cable numerado marca ?LFLEX 2x 0,5mm2  ","cable numerado marca ?LFLEX 2x 0,5mm2 cable numerado marca ?LFLEX 2x 0,5mm2  ",CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OL,CABO ELETRICO PVC FLEX. 2X0.5MM2 LAPP OLFLEX-CLASSIC 110 COD.1119752,,,,,Corporate,Buy,,,meters,false,02967723,,,,"LONT-33373-001,HAZB-34030-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,195,195,5,0.035,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),Pikner Zoe,2023-09-19 01:27:11
2,LONT-61093-001,Standard Part,Component,11,1,each,00.5 ,cable Ethernet 3.00 m,Released,,,,,,,,W540,K1,cable Ethernet 3.00 m,"cable Ethernet 3.00 m
patch cable EtherCAT
manufacturer Beckhoff
order no. ZK1090-9191-0030
l 3.00 m",unkonfektioniertes Kabel Ethernet 3.00 m,"unkonfektioniertes Kabel Ethernet 3.00 m
Patchkabel EtherCAT
Hersteller Beckhoff
Bestell-Nr. ZK1090-9191-0030
L 3.00 m",线缆 以太网 3.00 m,"线缆 以太网 3.00 m
转接电缆 以太网控制自动化技术
制造商 Beckhoff
订单号 ZK1090-9191-0030
长度 3.00 m",cable no confeccionado Ethernet 3.00 m,"cable no confeccionado Ethernet 3.00 m
cable de interconexiones EtherCAT
fabricante Beckhoff
n.? de pedido ZK1090-9191-0030
long. 3.00 m",fio Ethernet 3.00 m,"fio Ethernet 3.00 m
cabo de patch EtherCAT
fabricante Beckhoff
n.° de encomenda ZK1090-9191-0030
compr. 3.00 m",neprefabrikovan? kabel ethernet 3.00 m,"neprefabrikovan? kabel ethernet 3.00 m
sí?ov? patch kabel EtherCAT
v?robce Beckhoff
obj. ?. ZK1090-9191-0030
délka 3.00 m",cáp Ethernet 3.00 m,"cáp Ethernet 3.00 m
cáp n?i t?m EtherCAT
nhà s?n xu?t Beckhoff
??n hàng s? ZK1090-9191-0030
chi?u dài 3.00 m","BLOA, BLOC",Buy,,,each,false,,,,,,,27060000,,,K00683,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Zandonella, Romolo",2022-07-14 04:13:38
2,LONT-61351-001,Standard Part,Component,12,1,each,00.3 ,relay CR-MX024DC2L,Released,,,,,,,,K9,K1.B1,relay CR-MX024DC2L,"relay CR-MX024DC2L
supplier ABB
type designation CR-MX024DC2L
product information 1SVR405631R1100
auxiliary contact 2 c/o",Relais CR-MX024DC2L,"Relais CR-MX024DC2L
Lieferant ABB
Typenbezeichnung CR-MX024DC2L
Produktinformation 1SVR405631R1100
Hilfskontakt 2 c/o",继电器 CR-MX024DC2L,"继电器 CR-MX024DC2L
供应商 ABB
型号 CR-MX024DC2L
产品信息 1SVR405631R1100
辅助触点 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
proveedor ABB
denominación de tipo CR-MX024DC2L
información sobre el producto
 1SVR405631R1100
contacto auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
fornecedor ABB
designa??o de tipo CR-MX024DC2L
informa??es sobre o produto
 1SVR405631R1100
contato auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
dodavatel ABB
typové ozna?ení CR-MX024DC2L
informace o produktu 1SVR405631R1100
pomocn? kontakt 2 c/o",r?le CR-MX024DC2L,"r?le CR-MX024DC2L
nhà cung ?ng ABB
kí hi?u ch?ng lo?i CR-MX024DC2L
th?ng tin v? s?n ph?m 1SVR405631R1100
ti?p ?i?m ph? 2 c/o","BLOA, BLOC",Buy,,,each,false,,,,,,,60000025,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-02-24 09:43:19
2,LONT-61350-001,Standard Part,Component,13,1,each,00.2 ,relay socket CR-M2SFB,Released,,,,,,,,K9,K1.B1,relay socket CR-M2SFB,"relay socket CR-M2SFB
supplier ABB
type designation CR-M2SFB 
product information 1SVR405651R1400
auxiliary contact 2 c/o",Relaisfassung CR-M2SFB,"Relaisfassung CR-M2SFB
Lieferant ABB
Typenbezeichnung CR-M2SFB 
Produktinformation 1SVR405651R1400
Hilfskontakt 2 c/o",继电器插座 CR-M2SFB,"继电器插座 CR-M2SFB
供应商 ABB
型号 CR-M2SFB 
产品信息 1SVR405651R1400
辅助触点 2 c/o",zócalo de relé CR-M2SFB,"zócalo de relé CR-M2SFB
proveedor ABB
denominación de tipo CR-M2SFB 
información sobre el producto
 1SVR405651R1400
contacto auxiliar 2 c/o",soquete para relé CR-M2SFB,"soquete para relé CR-M2SFB
fornecedor ABB
designa??o de tipo CR-M2SFB 
informa??es sobre o produto
 1SVR405651R1400
contato auxiliar 2 c/o",objímka pro relé CR-M2SFB,"objímka pro relé CR-M2SFB
dodavatel ABB
typové ozna?ení CR-M2SFB 
informace o produktu 1SVR405651R1400
pomocn? kontakt 2 c/o",? c?m r?le CR-M2SFB,"? c?m r?le CR-M2SFB
nhà cung ?ng ABB
kí hi?u ch?ng lo?i CR-M2SFB 
th?ng tin v? s?n ph?m 1SVR405651R1400
ti?p ?i?m ph? 2 c/o","BLOC, BLOA",Buy,,,each,false,,,,,,,60000025,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-02-24 09:43:47
2,LONT-61351-001,Standard Part,Component,14,1,each,00.3 ,relay CR-MX024DC2L,Released,,,,,,,,K10,K1.B1,relay CR-MX024DC2L,"relay CR-MX024DC2L
supplier ABB
type designation CR-MX024DC2L
product information 1SVR405631R1100
auxiliary contact 2 c/o",Relais CR-MX024DC2L,"Relais CR-MX024DC2L
Lieferant ABB
Typenbezeichnung CR-MX024DC2L
Produktinformation 1SVR405631R1100
Hilfskontakt 2 c/o",继电器 CR-MX024DC2L,"继电器 CR-MX024DC2L
供应商 ABB
型号 CR-MX024DC2L
产品信息 1SVR405631R1100
辅助触点 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
proveedor ABB
denominación de tipo CR-MX024DC2L
información sobre el producto
 1SVR405631R1100
contacto auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
fornecedor ABB
designa??o de tipo CR-MX024DC2L
informa??es sobre o produto
 1SVR405631R1100
contato auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
dodavatel ABB
typové ozna?ení CR-MX024DC2L
informace o produktu 1SVR405631R1100
pomocn? kontakt 2 c/o",r?le CR-MX024DC2L,"r?le CR-MX024DC2L
nhà cung ?ng ABB
kí hi?u ch?ng lo?i CR-MX024DC2L
th?ng tin v? s?n ph?m 1SVR405631R1100
ti?p ?i?m ph? 2 c/o","BLOA, BLOC",Buy,,,each,false,,,,,,,60000025,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-02-24 09:43:19
2,LONT-61350-001,Standard Part,Component,15,1,each,00.2 ,relay socket CR-M2SFB,Released,,,,,,,,K10,K1.B1,relay socket CR-M2SFB,"relay socket CR-M2SFB
supplier ABB
type designation CR-M2SFB 
product information 1SVR405651R1400
auxiliary contact 2 c/o",Relaisfassung CR-M2SFB,"Relaisfassung CR-M2SFB
Lieferant ABB
Typenbezeichnung CR-M2SFB 
Produktinformation 1SVR405651R1400
Hilfskontakt 2 c/o",继电器插座 CR-M2SFB,"继电器插座 CR-M2SFB
供应商 ABB
型号 CR-M2SFB 
产品信息 1SVR405651R1400
辅助触点 2 c/o",zócalo de relé CR-M2SFB,"zócalo de relé CR-M2SFB
proveedor ABB
denominación de tipo CR-M2SFB 
información sobre el producto
 1SVR405651R1400
contacto auxiliar 2 c/o",soquete para relé CR-M2SFB,"soquete para relé CR-M2SFB
fornecedor ABB
designa??o de tipo CR-M2SFB 
informa??es sobre o produto
 1SVR405651R1400
contato auxiliar 2 c/o",objímka pro relé CR-M2SFB,"objímka pro relé CR-M2SFB
dodavatel ABB
typové ozna?ení CR-M2SFB 
informace o produktu 1SVR405651R1400
pomocn? kontakt 2 c/o",? c?m r?le CR-M2SFB,"? c?m r?le CR-M2SFB
nhà cung ?ng ABB
kí hi?u ch?ng lo?i CR-M2SFB 
th?ng tin v? s?n ph?m 1SVR405651R1400
ti?p ?i?m ph? 2 c/o","BLOC, BLOA",Buy,,,each,false,,,,,,,60000025,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-02-24 09:43:47
2,LONT-61351-001,Standard Part,Component,16,1,each,00.3 ,relay CR-MX024DC2L,Released,,,,,,,,K11,K1.B1,relay CR-MX024DC2L,"relay CR-MX024DC2L
supplier ABB
type designation CR-MX024DC2L
product information 1SVR405631R1100
auxiliary contact 2 c/o",Relais CR-MX024DC2L,"Relais CR-MX024DC2L
Lieferant ABB
Typenbezeichnung CR-MX024DC2L
Produktinformation 1SVR405631R1100
Hilfskontakt 2 c/o",继电器 CR-MX024DC2L,"继电器 CR-MX024DC2L
供应商 ABB
型号 CR-MX024DC2L
产品信息 1SVR405631R1100
辅助触点 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
proveedor ABB
denominación de tipo CR-MX024DC2L
información sobre el producto
 1SVR405631R1100
contacto auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
fornecedor ABB
designa??o de tipo CR-MX024DC2L
informa??es sobre o produto
 1SVR405631R1100
contato auxiliar 2 c/o",relé CR-MX024DC2L,"relé CR-MX024DC2L
dodavatel ABB
typové ozna?ení CR-MX024DC2L
informace o produktu 1SVR405631R1100
pomocn? kontakt 2 c/o",r?le CR-MX024DC2L,"r?le CR-MX024DC2L
nhà cung ?ng ABB
kí hi?u ch?ng lo?i CR-MX024DC2L
th?ng tin v? s?n ph?m 1SVR405631R1100
ti?p ?i?m ph? 2 c/o","BLOA, BLOC",Buy,,,each,false,,,,,,,60000025,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-02-24 09:43:19
2,LONT-61350-001,Standard Part,Component,17,1,each,00.2 ,relay socket CR-M2SFB,Released,,,,,,,,K11,K1.B1,relay socket CR-M2SFB,"relay socket CR-M2SFB
supplier ABB
type designation CR-M2SFB 
product information 1SVR405651R1400
auxiliary contact 2 c/o",Relaisfassung CR-M2SFB,"Relaisfassung CR-M2SFB
Lieferant ABB
Typenbezeichnung CR-M2SFB 
Produktinformation 1SVR405651R1400
Hilfskontakt 2 c/o",继电器插座 CR-M2SFB,"继电器插座 CR-M2SFB
供应商 ABB
型号 CR-M2SFB 
产品信息 1SVR405651R1400
辅助触点 2 c/o",zócalo de relé CR-M2SFB,"zócalo de relé CR-M2SFB
proveedor ABB
denominación de tipo CR-M2SFB 
información sobre el producto
 1SVR405651R1400
contacto auxiliar 2 c/o",soquete para relé CR-M2SFB,"soquete para relé CR-M2SFB
fornecedor ABB
designa??o de tipo CR-M2SFB 
informa??es sobre o produto
 1SVR405651R1400
contato auxiliar 2 c/o",objímka pro relé CR-M2SFB,"objímka pro relé CR-M2SFB
dodavatel ABB
typové ozna?ení CR-M2SFB 
informace o produktu 1SVR405651R1400
pomocn? kontakt 2 c/o",? c?m r?le CR-M2SFB,"? c?m r?le CR-M2SFB
nhà cung ?ng ABB
kí hi?u ch?ng lo?i CR-M2SFB 
th?ng tin v? s?n ph?m 1SVR405651R1400
ti?p ?i?m ph? 2 c/o","BLOC, BLOA",Buy,,,each,false,,,,,,,60000025,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-02-24 09:43:47
2,LOOA-16007-001,Standard Part,Separable,18,1,each,00.7 ,"frequency converter 0,4kW 200-240VAC",Released,,,,,,,,U1,K1.H1,"frequency converter 0,4kW 200-240VAC","frequency converter 0,4kW 200-240VAC
type MX2
manufacturer OMRON
art. no. 3G3MX2-AB004-V2","Frequenzumrichter 0,4kW 200-240VAC","Frequenzumrichter 0,4kW 200-240VAC
Typ MX2
Hersteller OMRON
Art.-Nr. 3G3MX2-AB004-V2","变频器 0,4kW 200-240VAC","变频器 0,4kW 200-240VAC
型号 MX2
制造商 OMRON
产品编号 3G3MX2-AB004-V2","convertidor de frecuencia 0,4kW","convertidor de frecuencia 0,4kW
 200-240VAC
tipo MX2
fabricante OMRON
n.? art. 3G3MX2-AB004-V2","conversor de frequência 0,4kW 200-240VAC","conversor de frequência 0,4kW 200-240VAC
tipo MX2
fabricante OMRON
número do artigo 3G3MX2-AB004-V2","frekven?ní měni? 0,4kW 200-240VAC","frekven?ní měni? 0,4kW 200-240VAC
typ MX2
v?robce OMRON
?. polo?ky 3G3MX2-AB004-V2","b? bi?n t?n 0,4kW 200-240VAC","b? bi?n t?n 0,4kW 200-240VAC
lo?i MX2
nhà s?n xu?t OMRON
m? s? s?n ph?m 3G3MX2-AB004-V2","BLOA, BLOC",Buy,102200022,,each,false,102217312,,,,,,27023100,false,Dangerous Good No / Hazardous Good No,,,,,,,,,1.1,128,108,170.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Wang, August",2024-05-13 01:51:14
2,LONT-12144-001,Standard Part,Component,19,1,each,00.3 ,EtherCAT interface card for frequency,Released,,,,,,,,U1,K1.H1,EtherCAT interface card for frequency,"EtherCAT interface card for frequency
 converter
 manufacturer OMRON
order no. 3G3AX-MX2-ECT
according to offer AKBSAB130157-1
type EtherCAT interface card
for MX2 - frequency converter",EtherCAT-Karte für Frequenzumrichter,"EtherCAT-Karte für Frequenzumrichter
 Hersteller OMRON
Bestell-Nr. 3G3AX-MX2-ECT
gem?ss Offerte AKBSAB130157-1
Typ EtherCAT-Karte
für MX2 - Frequenzumrichter",EtherCAT 接口卡   变频器,"EtherCAT 接口卡   变频器
 制造商 OMRON
订单号 3G3AX-MX2-ECT
  出价 AKBSAB130157-1
型号 EtherCAT 接口卡
  MX2 - 变频器",tarjeta de interfaz EtherCAT para,"tarjeta de interfaz EtherCAT para
 convertidor de frecuencia
 fabricante OMRON
n.? de pedido 3G3AX-MX2-ECT
según oferta AKBSAB130157-1
tipo tarjeta de interfaz EtherCAT
para MX2 - convertidor de frecuencia",cart?o de interface EtherCAT para CF,"cart?o de interface EtherCAT para CF
 fabricante OMRON
n.° de encomenda 3G3AX-MX2-ECT
de acordo com oferta AKBSAB130157-1
tipo cart?o de interface EtherCAT
para MX2 - CF",ethernetová karta pro frekven?ní měni?,"ethernetová karta pro frekven?ní měni?
 v?robce OMRON
obj. ?. 3G3AX-MX2-ECT
podle nabídka AKBSAB130157-1
typ ethernetová karta
pro MX2 - frekven?ní měni?",c?c Ethernet ?? b? bi?n t?n,"c?c Ethernet ?? b? bi?n t?n
 nhà s?n xu?t OMRON
??n hàng s? 3G3AX-MX2-ECT
theo chào hàng AKBSAB130157-1
lo?i c?c Ethernet
?? MX2 - b? bi?n t?n","BLOA, BLOC",Buy,,,each,false,102200023,,,,,,27143100,false,,K00874,,,,,110,114,75,0.1,110,114,75,0.1330000013113,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Benzing, Matthias",2021-01-22 09:43:14
2,LONT-12142-001,Standard Part,Component,20,1,each,00.3 ,line conditioner class A1,Released,,,,,,,,Z1,K1.H1,line conditioner class A1,"line conditioner class A1
 for 3G3MX2-AB004-E
supplier RS
order no. 161-3494
art. no. AXFIM1010SEV1
see specification",Netzfilter Klasse A1,"Netzfilter Klasse A1
 für 3G3MX2-AB004-E
Lieferant RS
Bestell-Nr. 161-3494
Art.-Nr. AXFIM1010SEV1
siehe Spezifikation",电源滤波器 类 A1,"电源滤波器 类 A1
   3G3MX2-AB004-E
供应商 RS
订单号 161-3494
产品编号 AXFIM1010SEV1
参见 规格",filtro de red clase A1,"filtro de red clase A1
 para 3G3MX2-AB004-E
proveedor RS
n.? de pedido 161-3494
n.? art. AXFIM1010SEV1
véase especificación",filtro de linha classe A1,"filtro de linha classe A1
 para 3G3MX2-AB004-E
fornecedor RS
n.° de encomenda 161-3494
número do artigo AXFIM1010SEV1
ver especifica??o",sí?ov? filtr t?ída A1,"sí?ov? filtr t?ída A1
 pro 3G3MX2-AB004-E
dodavatel RS
obj. ?. 161-3494
?. polo?ky AXFIM1010SEV1
viz specifikace",b? l?c l??i ?i?n h?ng A1,"b? l?c l??i ?i?n h?ng A1
 ?? 3G3MX2-AB004-E
nhà cung c?p RS
??n hàng s? 161-3494
m? s? s?n ph?m AXFIM1010SEV1
xem qui ??nh","BLOC, BLOA",Buy,,,each,false,102200024,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,K00874,,,,,,,,0.1,265,83,50,0.44,kg,Weighted,,,S13 Standardization  BLOA,OP Optics (B8),"Wang, August",2024-05-13 01:49:05
2,LOAT-28506-001,Standard Part,Separable,21,1,each,00.5 ,circuit breaker single-pin 10A / AC400V,Released,,,,,,,,F2,K1.H2,circuit breaker single-pin 10A / AC400V,"circuit breaker single-pin 10A / AC400V
 manufacturer Eaton
order no. 294527
type PL9-C10
packed unit 12 piece",Leistungsschalter 1-polig 10A / AC400V,"Leistungsschalter 1-polig 10A / AC400V
 Hersteller Eaton
Bestell-Nr. 294527
Modell PL9-C10
Verpackungseinheit 12 Stück",断路器 单针 10A / AC400V,"断路器 单针 10A / AC400V
 制造商 Eaton
订单号 294527
型号 PL9-C10
袋装 12 件",interruptor de potencia de 1 espiga 10A,"interruptor de potencia de 1 espiga 10A
 / AC400V
 fabricante Eaton
n.? de pedido 294527
modelo PL9-C10
unidad de embalaje 12 pieza",disjuntor de 1 pino 10A / AC400V,"disjuntor de 1 pino 10A / AC400V
 fabricante Eaton
n.° de encomenda 294527
modelo PL9-C10
unidade de embalagem 12 pe?a",v?konov? spína? 1pólov? 10A / AC400V,"v?konov? spína? 1pólov? 10A / AC400V
 v?robce Eaton
obj. ?. 294527
model PL9-C10
obalová jednotka 12 kus",c?u dao ng?t m?ch m?t ch?n 10A / AC400V,"c?u dao ng?t m?ch m?t ch?n 10A / AC400V
 nhà s?n xu?t Eaton
??n hàng s? 294527
ch?ng lo?i PL9-C10
??n v? bao gói 12 mi?ng","BLOA, BLOC",Buy,,,each,false,,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Grundel, Martin",2020-05-27 01:19:03
2,LONT-63221-001,Standard Part,Component,22,1,each,00.1 ,crimp contact,Released,,,,,,,,,,crimp contact,"crimp contact
brand WAIN
type HME-006-MQ
art. no. 129 006 010 0002",Crimpkontakt,"Crimpkontakt
Marke WAIN
Modell HME-006-MQ
Art.-Nr. 129 006 010 0002",压接接触件,"压接接触件
品牌 WAIN
型号 HME-006-MQ
产品编号 129 006 010 0002",contacto de engarzar,"contacto de engarzar
marca WAIN
modelo HME-006-MQ
n.? art. 129 006 010 0002",terminal de crimpar,"terminal de crimpar
marca WAIN
modelo HME-006-MQ
número do artigo 129 006 010 0002",lisovan? kontakt,"lisovan? kontakt
zna?ka WAIN
model HME-006-MQ
?. polo?ky 129 006 010 0002",ti?p ?i?m k?p,"ti?p ?i?m k?p
nh?n hi?u WAIN
ch?ng lo?i HME-006-MQ
m? s? s?n ph?m 129 006 010 0002","BLOA, BLOC",Buy,,,each,false,,,,,,,27260701,,Dangerous Good No / Hazardous Good No,K00842,,false,B1 Business,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2024-12-06 01:50:22
